date,INTL_UK2Y
2025-04-11,4.048
2025-04-18,3.92
2025-04-25,3.858
2025-05-02,3.856
2025-05-09,3.908
2025-05-16,4.005
2025-05-23,3.983
2025-05-30,4.023
2025-06-06,4.013
2025-06-13,3.94
2025-06-20,3.919
2025-06-27,3.839
2025-07-04,3.852
2025-07-11,3.856
2025-07-18,3.902
2025-07-25,3.884
2025-08-01,3.793
2025-08-08,3.899
2025-08-15,3.933
2025-08-22,3.944
2025-08-29,3.943
2025-09-05,3.91
2025-09-12,3.984
2025-09-19,3.982
2025-09-26,4.015
2025-10-03,3.966
2025-10-10,3.958
2025-10-17,3.883
2025-10-24,3.799
2025-10-31,3.771
2025-11-07,3.798
2025-11-14,3.846
2025-11-21,3.776
2025-11-28,3.745
2025-12-05,3.781
2025-12-12,3.747
2025-12-19,3.753
2025-12-26,3.733
2026-01-02,3.735
2026-01-09,3.644
2026-01-16,3.671
2026-01-23,3.731
2026-01-30,3.718
2026-02-06,3.624
2026-02-13,3.593
2026-02-20,3.578
2026-02-27,3.525
2026-03-06,3.873
2026-03-13,4.13
2026-03-20,4.567
2026-03-27,4.481
2026-04-03,4.323
2026-04-10,4.261
2026-04-17,4.122
2026-04-24,4.35
2026-05-01,4.417
2026-05-08,4.384
2026-05-15,4.551
2026-05-22,4.331
2026-05-29,4.212
2026-06-05,4.338
