date,INTL_MSCIJP
2023-01-27,8177.702
2023-02-03,8067.24
2023-02-10,8114.153
2023-02-17,7934.047
2023-02-24,7782.82
2023-03-03,7911.32
2023-03-10,8066.087
2023-03-17,7918.232
2023-03-24,7989.018
2023-03-31,8134.945
2023-04-07,8060.524
2023-04-14,8180.334
2023-04-21,8183.072
2023-04-28,8164.772
2023-05-05,8321.753
2023-05-12,8381.516
2023-05-19,8481.396
2023-05-26,8313.49
2023-06-02,8530.379
2023-06-09,8722.176
2023-06-16,8899.836
2023-06-23,8599.375
2023-06-30,8659.434
2023-07-07,8661.247
2023-07-14,8835.307
2023-07-21,8710.228
2023-07-28,8908.692
2023-08-04,8752.43
2023-08-11,8661.342
2023-08-18,8376.89
2023-08-25,8393.64
2023-09-01,8740.395
2023-09-08,8680.388
2023-09-15,8944.502
2023-09-22,8726.172
2023-09-29,8533.911
2023-10-06,8307.519
2023-10-13,8490.977
2023-10-20,8268.538
2023-10-27,8261.435
2023-11-03,8541.604
2023-11-10,8486.677
2023-11-17,8824.142
2023-11-24,8819.072
2023-12-01,8884.669
2023-12-08,8843.196
2023-12-15,9056.183
2023-12-22,9025.82
2023-12-29,9235.479
2024-01-05,9136.037
2024-01-12,9535.039
2024-01-19,9390.055
2024-01-26,9326.262
2024-02-02,9469.993
2024-02-09,9508.837
2024-02-16,9725.357
2024-02-23,9837.739
2024-03-01,10067.3
2024-03-08,10325.26
2024-03-15,9940.042
2024-03-22,10356.69
2024-03-29,10266.42
2024-04-05,9997.234
2024-04-12,10105.02
2024-04-19,9495.952
2024-04-26,9554.426
2024-05-03,10000.1
2024-05-10,9777.852
2024-05-17,9918.885
2024-05-24,9819.935
2024-05-31,9900.239
2024-06-07,9878.13
2024-06-14,9788.29
2024-06-21,9579.946
2024-06-28,9831.362
2024-07-05,10137.61
2024-07-12,10356.23
2024-07-19,10233.29
2024-07-26,9846.831
2024-08-02,9685.104
2024-08-09,9476.083
2024-08-16,10169.03
2024-08-23,10378.24
2024-08-30,10454.6
2024-09-06,10172.86
2024-09-13,10191.37
2024-09-20,10210.87
2024-09-27,10838.5
2024-10-04,10219.6
2024-10-11,10247.72
2024-10-18,10145.768
2024-10-25,9739.2
2024-11-01,9764.737
2024-11-08,10180.96
2024-11-15,9900.271
2024-11-22,9815.961
2024-11-29,10069.63
2024-12-06,10285.44
2024-12-13,10101.89
2024-12-20,9743.742
2024-12-27,10082.6
2025-01-03,10021.58
2025-01-10,9758.173
2025-01-17,9712.972
2025-01-24,10023.53
2025-01-31,10194.01
2025-02-07,10223.88
2025-02-14,10260.69
2025-02-21,10365.06
2025-02-28,10056.14
2025-03-07,10337.58
2025-03-14,10285.222
2025-03-21,10600.63
2025-03-28,10435.002
2025-04-04,9667.16
2025-04-11,9698.396
2025-04-18,10167.27
2025-04-25,10356.25
2025-05-02,10625.8
2025-05-09,10723.952
2025-05-16,10673.41
2025-05-23,10897.68
2025-05-30,11045.71
2025-06-06,10844.99
2025-06-13,10845.18
2025-06-20,10758.57
2025-06-27,11148.65
2025-07-04,11105.13
2025-07-11,10834.53
2025-07-18,10794.78
2025-07-25,11344.24
2025-08-01,11258.36
2025-08-08,11571.08
2025-08-15,12032.746
2025-08-22,11957.461
2025-08-29,11850.105
2025-09-05,11929.626
2025-09-12,12114.265
2025-09-19,12058.84
2025-09-26,12072.847
2025-10-03,12181.22
2025-10-10,12109.03
2025-10-17,12154.32
2025-10-24,12339.654
2025-10-31,12568.29
2025-11-07,12482.8
2025-11-14,12613.25
2025-11-21,12156.23
2025-11-28,12481.9
2025-12-05,12522.92
2025-12-12,12700.25
2025-12-19,12381.36
2025-12-26,12622.96
2026-01-02,12564.23
2026-01-09,12849.1
2026-01-16,13389.96
2026-01-23,13254.72
2026-01-30,13378.79
2026-02-06,13624.63
2026-02-13,14427.36
2026-02-20,14161.14
2026-02-27,14528.16
2026-03-06,13578.62
2026-03-13,13110.51
2026-03-20,13061.309
2026-03-27,13097.027
2026-04-03,13258.553
2026-04-10,13662.691
2026-04-17,13890.134
2026-04-24,13649.979
2026-05-01,13926.127
2026-05-08,14320.737
2026-05-15,14203.489
2026-05-22,14335.822
2026-05-29,14600.801
2026-06-05,14535.858
