date,INTL_DE10Y
2025-01-31,2.458
2025-02-07,2.37
2025-02-14,2.431
2025-02-21,2.469
2025-02-28,2.405
2025-03-07,2.835
2025-03-14,2.874
2025-03-21,2.764
2025-03-28,2.726
2025-04-04,2.576
2025-04-11,2.567
2025-04-18,2.469
2025-04-25,2.468
2025-05-02,2.532
2025-05-09,2.561
2025-05-16,2.589
2025-05-23,2.566
2025-05-30,2.499
2025-06-06,2.573
2025-06-13,2.533
2025-06-20,2.516
2025-06-27,2.59
2025-07-04,2.606
2025-07-11,2.723
2025-07-18,2.694
2025-07-25,2.716
2025-08-01,2.677
2025-08-08,2.688
2025-08-15,2.787
2025-08-22,2.72
2025-08-29,2.723
2025-09-05,2.661
2025-09-12,2.714
2025-09-19,2.746
2025-09-26,2.745
2025-10-03,2.697
2025-10-10,2.643
2025-10-17,2.58
2025-10-24,2.625
2025-10-31,2.632
2025-11-07,2.665
2025-11-14,2.719
2025-11-21,2.702
2025-11-28,2.688
2025-12-05,2.797
2025-12-12,2.856
2025-12-19,2.894
2025-12-26,2.861
2026-01-02,2.899
2026-01-09,2.862
2026-01-16,2.834
2026-01-23,2.905
2026-01-30,2.842
2026-02-06,2.841
2026-02-13,2.754
2026-02-20,2.737
2026-02-27,2.643
2026-03-06,2.858
2026-03-13,2.98
2026-03-20,3.041
2026-03-27,3.092
2026-04-03,2.991
2026-04-10,3.056
2026-04-17,2.958
2026-04-24,2.992
2026-05-01,3.035
2026-05-08,3.004
2026-05-15,3.166
2026-05-22,3.037
2026-05-29,2.937
2026-06-05,3.038
